InternetService,Multiple,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Tenure,MonthlyCharge,Bandwidth_GB_Year
2,0,0,1,0,0,0,12.25062113,91.90732298,1095.950634
2,0,0,1,0,0,1,34.49885764604514,128.16165690000003,1083.610268
0,1,1,1,0,1,0,7.916533093,185.19467880000002,1570.641337
1,1,0,1,1,1,1,4.471254161,265.9812978,1007.4255529999999
1,0,0,0,0,1,1,10.79028074,207.5721417,1323.028419
0,1,0,0,0,1,0,12.24190682,152.36069780000003,1808.730555
0,0,0,1,0,1,1,2.2038594430000003,198.65163569999999,1120.2414720000002
2,0,1,0,1,1,1,23.92132231,212.350527,2676.789803
0,1,1,0,1,1,1,3.7311787000000005,254.1636111,1268.0869089999999
1,0,1,0,0,0,0,34.49885764604514,162.6137295,822.6771666
1,0,1,1,1,1,1,34.49885764604514,256.579456,3398.8427520151345
1,1,1,1,0,0,1,2.378630018,214.1022755,3398.8427520151345
0,1,1,1,1,1,1,5.43464555,271.3744783,1648.102673
2,0,0,1,1,1,1,1.092361222,201.59059069999998,768.0874545
0,0,1,0,0,0,1,20.13981517,149.2913801,2426.030626
1,1,0,0,0,1,1,24.64873861,240.76069590000003,3398.8427520151345
1,0,0,1,0,0,0,9.677739656,126.24233799999999,1129.549713
0,0,0,0,0,1,1,9.82814183,188.67018280000002,1771.286466
1,1,0,1,1,0,0,7.832238337000001,171.6836341,943.3391244
1,1,0,0,1,0,1,19.45250317,191.06107240000003,1907.2260829999998
0,0,0,1,1,0,0,14.34766616,119.68911299999999,1885.939118
1,1,1,1,1,0,0,2.257358355,195.40354519999997,631.7435653
1,0,0,0,0,1,0,2.358129018,138.1911656,3398.8427520151345
2,0,1,0,1,0,0,4.650578623,115.8369419,593.8572264
2,1,0,0,0,1,1,3.7217726160000004,208.068307,777.3060717999999
0,0,0,0,0,1,1,3.76663012,187.62157280000002,1393.202392
1,0,1,0,0,0,0,4.151256695,136.0997678,393.6524652
1,1,0,1,0,0,1,2.188918771,192.00844840000002,3398.8427520151345
0,0,1,1,0,1,1,13.85488928,221.03535269999998,2138.107161
1,0,0,0,1,0,1,3.2733411510000003,163.0404044,443.98403099999996
0,1,1,1,0,0,0,19.75096265,161.1025056,2481.385603
0,1,0,1,1,0,1,18.38404445,186.6210869,2233.567181
1,0,1,1,0,1,1,4.672610857,244.4658583,3398.8427520151345
1,0,0,1,0,0,0,6.796299371,124.8019028,529.40733
1,0,1,1,1,1,0,34.49885764604514,188.611913,1956.7337
1,0,1,1,1,0,0,20.31163945,162.44376499999998,2056.386979
1,1,0,1,0,1,0,6.998814446,180.2362145,1067.373076
2,0,1,1,1,1,1,14.46288204,222.7999248,1806.1357329999998
1,1,0,1,0,1,0,11.13472066,182.8863727,1397.701335
2,1,0,1,0,1,1,2.542296644,220.34000580000003,3398.8427520151345
1,0,1,0,0,0,1,34.49885764604514,170.91101930000002,1886.5319370000002
1,1,1,1,0,1,0,22.79214163,205.7639543,2294.7811309999997
1,1,1,1,0,1,0,3.8236897439999997,203.78176509999997,826.3438621
0,1,1,0,0,1,1,10.77094687,245.0660727,3398.8427520151345
2,1,1,0,1,1,0,13.08671185,170.90697869999997,1436.793746
0,1,0,0,1,0,1,14.76468813,173.540759,1963.3326829999999
1,1,0,1,1,1,0,9.473091121,194.3065983,1324.164906
1,0,0,0,0,1,0,5.197446331,135.5831384,704.9375603
1,1,0,1,0,0,1,6.5775526829999995,194.0043524,3398.8427520151345
1,0,0,0,1,0,1,3.1745719180000003,158.0420478,377.0810282
1,0,0,0,0,0,0,17.88002366,113.21715060000001,1606.489936
1,0,1,0,1,1,0,13.12190056,175.1031837,1431.409396
1,0,1,0,0,1,0,23.34617699,162.97137469999998,2253.85247
0,1,0,1,0,0,0,6.311709177999999,137.0944878,1353.29384
1,1,1,1,0,1,1,12.58298231,276.0538352,1701.457566
0,0,0,0,0,0,1,7.120096362999999,128.40325049999998,3398.8427520151345
2,0,1,0,1,1,1,9.344886869,209.8844788,1403.270091
0,1,1,0,0,0,0,22.37815032,146.6848887,2603.903672
2,1,1,1,0,1,1,4.799514433,242.88502409999998,1256.287854
2,0,1,0,1,0,0,10.04672315,116.25787959999998,980.9935923
2,0,0,1,0,1,1,8.156552837000001,187.31401369999998,1347.869205
2,1,0,1,0,1,0,7.992791229,149.3564756,1127.267848
0,1,0,0,0,0,0,7.231032028,125.3158375,1269.836202
2,1,0,1,0,1,1,4.6276720419999995,221.10916380000003,1038.7453779999998
0,1,1,1,1,0,0,10.05306287,172.97312480000002,1531.155367
0,0,0,1,1,0,0,4.171044392,118.9763446,991.2441024
2,1,0,1,0,1,1,4.5686826410000005,219.2776188,3398.8427520151345
0,0,0,1,0,0,1,6.085030507000001,168.9164634,1162.332926
1,0,0,0,1,0,1,2.730250735,161.8238002,577.1157824000001
0,1,1,0,1,1,0,8.574901206,184.5090853,1442.9748769999999
1,1,0,1,0,1,1,9.743201772,253.2506431,1577.208717
1,0,0,0,0,0,0,9.482919033,141.1274081,886.9398743999999
1,1,1,1,0,0,0,8.447988841,179.0707979,1065.0644300000001
1,1,1,0,0,0,1,34.49885764604514,202.69665519999998,951.886985
0,1,1,1,1,1,0,7.251397592000001,196.09426069999998,1404.435534
1,1,0,1,0,1,1,14.64011644,255.03838230000002,3398.8427520151345
0,1,0,1,1,1,0,11.71637124,177.37166630000002,3398.8427520151345
1,1,0,1,1,0,0,4.13273503,170.2282529,700.7343179
1,1,1,0,0,1,0,34.49885764604514,192.516315,513.237305
1,0,1,1,0,0,1,3.303030246,184.2688987,3398.8427520151345
0,0,0,1,0,0,1,5.15825129,140.0646925,3398.8427520151345
2,0,1,0,0,0,1,3.2375602339999996,136.8705643,819.4195268999999
1,1,1,1,1,1,0,2.7331092339999996,217.4503781,882.1160656
2,0,1,0,1,1,1,3.180102025,210.2222873,724.7803356000001
0,0,0,0,0,0,0,15.85983755,104.60704770000001,3398.8427520151345
1,1,1,0,0,1,1,11.73724209,263.0255063,1668.1991189999999
2,0,1,0,1,0,1,7.006240694,154.5935618,1124.353152
0,1,0,0,1,0,1,5.562130367000001,173.2698122,3398.8427520151345
1,0,0,0,1,1,1,14.53027663,219.0979664,1637.201426
1,0,1,0,0,1,0,5.905906389,162.6872403,951.8524405999999
0,1,1,0,0,0,1,3.260462654,184.2411228,1248.097652
1,1,1,1,0,0,1,18.91276578,217.17592169999998,2220.255405
1,0,0,0,1,1,1,14.25617986,220.8670688,1669.202417
2,0,0,0,1,1,1,7.983887266,188.88288280000003,990.0555075999999
1,0,1,0,1,1,0,5.969967132000001,175.49536899999998,967.9819136
1,1,0,1,0,1,1,19.95277818,252.77736749999997,2190.259876
2,0,1,1,1,0,0,14.85781115,129.8069322,1445.7527810000001
1,0,0,1,0,0,1,2.600063739,163.54173369999998,528.6553088000001
1,1,0,1,0,1,0,11.92299244,181.63571169999997,1296.481055
0,0,1,0,0,1,0,5.972864167000001,140.0267951,1195.3930369999998
2,0,0,1,1,1,1,10.87555535,199.5164467,3398.8427520151345
2,0,0,1,1,1,1,16.00330155,202.7881738,3398.8427520151345
1,0,0,0,1,0,1,12.63074989,158.567181,1238.421347
1,0,0,0,1,1,0,8.494439199999999,149.2144362,847.110799
1,0,0,0,0,0,1,8.044444101,151.1347447,1112.9371019999999
0,1,0,0,1,0,0,12.07358377,136.5814796,1623.045026
2,0,0,1,0,1,1,10.21634248,187.906212,1479.7301810000001
0,1,0,1,0,1,0,15.50354683,166.2744191,2144.7350239999996
1,0,0,1,0,0,1,34.49885764604514,161.08350969999998,1522.2895119999998
1,1,0,0,0,1,0,19.48900163,171.4896574,1974.7800539999998
1,1,1,0,1,1,0,10.01771765,205.4608577,1261.177198
1,0,1,1,0,0,0,7.34059599,147.6333142,939.7181324
1,0,0,1,1,1,0,12.64742067,163.4094824,1357.062854
0,0,0,0,0,1,0,8.850426838999999,150.25030980000003,1456.887443
1,0,0,0,0,1,1,3.701557118,208.2316853,937.5863866000001
2,1,1,1,1,0,1,2.976033785,194.06026630000002,830.1193011
1,0,1,1,0,1,0,5.522376826,175.0764532,737.8564607999999
1,1,0,0,0,1,1,15.64596698,241.01824559999997,1781.8548620000001
1,1,0,0,0,1,1,23.00764441,239.87990219999998,2464.5774890000002
0,0,1,1,1,0,0,17.24924155,139.26260390000002,2392.203409
1,1,0,0,0,1,1,13.01107597,240.03597050000002,1664.19271
0,1,1,1,1,0,1,5.1040822089999995,210.99423419999997,1433.616898
0,1,1,0,0,0,0,3.5214999239999996,146.8941358,823.4933242999999
0,0,0,1,0,0,0,8.08137067,107.27689790000001,1468.3574210000002
2,0,1,1,0,0,1,1.875430489,152.40444240000002,590.7765801
2,0,0,0,0,0,0,34.49885764604514,79.37456044,418.62068849999997
0,0,0,1,0,0,1,7.007695148,141.05940680000003,1181.9918460000001
0,0,0,0,0,1,0,1.408375942,118.20841899999999,733.4036934
1,0,0,1,0,1,1,11.64983735,219.20276569999996,1719.173387
0,0,1,0,0,0,1,2.964559883,179.49747649999998,3398.8427520151345
1,0,1,0,1,1,0,10.25635754,173.0313406,1261.0327630000002
1,1,1,0,0,0,1,3.892407013,202.2148537,741.7766988
1,0,0,0,0,1,1,3.2269967110000004,211.8578547,932.6084358999999
2,0,1,0,0,0,1,15.87685513,140.0405498,1708.614019
0,0,0,1,0,0,1,5.874064017,140.4453409,1363.5860300000002
1,0,0,0,0,1,0,34.49885764604514,137.1507668,472.10570189999993
2,0,1,0,0,0,0,2.905283283,101.84383620000001,558.2340556
1,1,0,1,0,1,1,34.49885764604514,251.2063088,815.194738
2,1,1,1,1,0,1,18.56165869,195.03698930000002,2007.3036170000003
0,1,1,0,0,1,1,12.39088509,242.92755150000002,2088.48083
2,0,1,0,0,1,0,34.49885764604514,128.4458312,1430.761492
2,0,1,0,0,1,0,3.86023041,159.49216940000002,822.3008694
1,1,0,0,0,1,1,17.72593456,240.4725051,2059.2009980000003
1,0,1,1,0,1,0,3.0430631669999997,173.7486679,617.542543
1,1,0,0,0,1,0,5.827112819,169.4114847,3398.8427520151345
2,1,0,1,0,0,1,4.648958177,161.34563909999997,894.6733856000001
0,0,0,0,0,1,0,11.96274778,121.061571,1639.898269
1,0,0,0,0,1,0,4.525864256,137.51513980000001,3398.8427520151345
1,1,1,0,1,1,0,8.038308899,207.0882684,1092.226042
0,1,1,0,0,0,0,1.416592892,149.680349,757.0097075
2,0,1,1,1,1,1,19.83504645,225.0692433,2301.8507210000002
0,1,0,1,0,1,1,15.85002222,262.467632,2401.406545
2,0,0,0,1,1,0,15.94935291,117.16672790000001,3398.8427520151345
0,1,0,0,1,0,0,11.94550648,135.7269647,1536.589816
1,0,0,1,0,1,1,16.03360405,217.5311821,2153.778421
0,1,0,0,0,0,0,21.29342532,125.7386793,2409.195918
0,1,1,1,1,1,0,4.95598008,200.2278699,1342.862457
0,1,0,0,0,0,1,2.73951266,159.33451509999998,1046.054674
1,0,1,1,0,1,1,4.973046104,242.0777704,1204.479468
1,1,0,1,0,1,1,10.28430068,254.0815401,1616.908193
1,0,1,0,0,0,0,2.581692044,135.75934119999997,345.0099528
0,1,0,0,0,0,1,6.945736396,160.4473126,1427.088655
0,1,0,0,1,0,0,9.999416271,140.4855104,1452.334634
1,1,0,0,0,0,1,6.035737465,178.90848689999999,795.4957357999999
0,0,1,1,0,0,0,9.004964377,156.41423590000002,3398.8427520151345
0,1,0,1,0,1,1,5.071456681,232.3004667,1402.20491
1,1,1,1,1,0,0,12.02106494,194.87978669999998,1447.196935
0,1,1,1,1,1,1,5.049303717,267.3195741,3398.8427520151345
1,0,0,0,0,0,1,18.17247008,148.1522435,1707.641161
0,1,0,0,0,1,1,15.31997698,219.70402689999997,2181.752793
1,1,0,1,0,0,0,16.0708543,156.7666268,1575.683555
2,0,0,0,1,0,1,7.873371451000001,128.8304885,1029.489242
2,0,1,1,0,1,0,23.62866494,137.9086117,2370.184448
0,1,1,1,0,1,1,25.863456600000003,255.2383034,3309.919373
0,1,1,1,0,0,1,9.405224809,197.93210430000002,1623.273925
1,1,1,0,1,0,0,12.84490034,179.8599108,1146.1999210000001
0,1,0,1,1,1,0,16.59325254,175.8553926,3398.8427520151345
0,0,0,0,0,1,1,20.35456039,187.50458740000002,2512.36494
1,0,1,0,0,0,1,12.00925702,169.74444319999998,1297.388488
2,1,0,0,0,0,0,34.49885764604514,114.10503770000001,283.39178
0,1,0,0,0,1,0,14.20349453,181.3208115,1947.7853
1,0,0,0,0,1,1,4.98152586,207.8099902,849.1972541000001
2,1,1,1,0,0,0,23.12150846,146.747472,2131.3598269999998
0,0,0,0,1,1,1,6.307178205,199.25099530000003,1464.035068
2,1,1,0,0,0,0,34.49885764604514,137.1867747,1381.538548
2,1,1,0,0,0,0,12.00466914,134.1063129,1248.626874
1,0,0,0,0,0,1,2.243757398,148.3289481,558.3751762
1,1,0,1,1,1,0,1.5833947019999999,198.5826126,676.2178659
2,1,1,1,1,0,0,14.23487852,161.46404719999998,3398.8427520151345
2,0,1,1,0,1,1,34.49885764604514,209.3965353,1811.964373
0,1,1,0,1,0,0,34.49885764604514,160.1119281,1066.6325550000001
2,0,0,1,0,1,1,9.740709475,189.9787341,1514.131966
0,0,0,1,0,1,1,1.213704886,201.5836387,1189.549671
1,0,1,0,0,0,0,11.86252419,132.6136411,3398.8427520151345
0,0,1,1,1,0,0,2.416685985,142.1789205,1078.291303
2,0,1,1,0,0,0,6.73327535,115.522878,854.2977548
0,1,0,0,1,1,1,6.549035393,233.63293280000002,1489.077486
1,0,1,1,0,1,1,10.57197066,242.8317384,1649.312808
1,1,1,0,0,0,1,34.49885764604514,202.4930715,905.1959227
2,1,0,0,1,0,0,34.49885764604514,124.2532217,684.6318529
0,1,0,1,1,1,0,10.23679934,175.58672909999999,1662.533055
0,0,1,1,0,1,1,14.96503088,226.9982991,2436.57146
1,1,1,1,0,1,1,23.79323993,275.13411339999993,2677.7404100000003
1,1,1,1,1,1,1,11.45675389,286.6410116,1779.309609
2,0,0,0,0,1,1,11.04076215,177.5570863,1494.7164089999999
0,1,0,0,0,1,1,7.425503428,218.6268875,1740.7260399999998
2,1,1,1,1,0,1,2.411712843,196.9244916,704.7552668999999
1,1,0,0,1,0,1,2.009542213,194.8654752,558.4710882999999
2,0,0,0,0,1,1,9.068119482,176.1642768,1282.279049
1,1,0,0,0,0,0,1.9267898540000001,148.4169806,3398.8427520151345
2,1,1,0,0,0,0,11.77389421,134.20110309999998,3398.8427520151345
1,1,0,1,0,0,0,2.585228303,157.83939009999997,394.0148722
1,1,0,0,1,1,1,34.49885764604514,254.31564959999997,1302.230824
1,0,0,0,0,1,0,9.532523799,136.06849119999998,970.4682918999999
1,0,0,1,1,1,1,23.103996,235.14051569999995,2522.88913
1,0,1,0,1,0,0,5.104873611,147.89984909999998,3398.8427520151345
0,1,0,1,0,1,1,6.877942743999999,233.09156040000002,1537.109931
1,0,0,0,0,1,0,21.17839683,136.9025126,1961.923965
0,0,0,0,1,1,0,1.5863317019999998,130.7279929,676.1747964
1,1,0,0,0,1,1,3.778174405,244.0736258,929.2607767000001
0,0,0,0,0,1,1,11.58276897,187.3277394,1849.484087
2,1,1,0,0,1,1,11.62258922,234.0731224,1998.680227
2,1,0,0,1,0,1,20.78013031,159.7033775,1898.877878
0,1,0,0,0,0,1,3.940297464,160.15969119999997,992.3501481000001
1,0,0,1,1,0,0,11.38099891,137.86537140000002,994.6354785
1,0,1,0,1,1,1,1.4733043369999999,272.78769460000007,954.0290712000001
0,0,0,0,0,1,0,12.75609778,116.0542258,3398.8427520151345
0,1,1,1,1,0,1,6.253919786,211.0760647,1297.050577
1,1,1,0,0,0,0,18.953705300000003,198.91859780000001,1746.405243
0,1,1,0,1,0,1,9.640061615,196.5606487,1698.4658329999997
2,1,0,1,1,0,0,34.49885764604514,138.3569119,665.4740915
0,1,1,1,1,0,1,12.42120946,207.66175890000002,1886.153328
1,1,0,1,0,0,0,8.134438503,159.4692461,958.6989907999999
1,1,0,0,0,0,0,14.86764776,149.00993069999998,1446.203986
2,0,0,1,0,0,1,5.548652108,128.3541654,774.6125757
2,0,1,1,0,1,0,18.35541838,140.0010273,1939.811149
1,0,0,1,0,1,1,7.62779591,221.8399523,1165.564309
1,1,1,0,1,0,1,4.439685675,216.5201529,750.8768234
2,0,0,1,0,0,1,11.16903388,169.87889019999997,3398.8427520151345
0,1,1,1,1,1,1,14.14101821,268.85225710000003,2335.130986
1,1,1,0,0,0,1,3.2124005689999997,203.13046980000001,769.8534863
1,0,0,1,1,0,1,16.84928353,171.9407371,1729.837284
2,1,0,0,0,1,0,3.8347274710000003,137.54085369999999,649.3891796
2,0,0,0,0,1,0,6.198230305,103.48265529999999,823.0046464
0,0,1,1,1,0,1,4.216732972,175.8211091,1107.8820560000001
2,0,0,1,1,0,1,4.355064781,141.10910719999998,683.8622598999999
0,0,0,1,1,1,0,4.0302503739999995,143.5311603,1301.49424
2,0,1,1,0,0,0,9.915959247,116.96487830000001,1079.0125050000001
2,1,1,0,0,0,1,9.821728297,172.3532296,1283.4639949999998
1,0,0,1,0,0,0,9.183905417,123.72649299999999,987.6536550000001
1,0,0,1,1,0,1,8.892893007,175.6872618,1088.263081
2,0,0,0,1,0,0,7.661226872,91.77449723,583.0259559
0,0,0,1,0,0,1,12.4767812,139.9046889,1778.733282
1,1,0,1,0,0,1,2.462148717,192.2294123,900.4043765
1,0,0,0,1,1,1,14.09942339,220.9085699,1693.5760989999999
1,0,1,0,0,1,1,7.272649386,231.9214566,1143.826239
2,1,0,0,0,1,1,3.999030359,210.36052180000004,886.3400740000001
1,0,0,0,0,0,0,3.115945151,115.99769099999999,373.2772664
1,0,1,0,1,0,0,13.67931764,150.0306559,1245.328696
1,1,0,1,0,1,0,14.6728104,184.6885585,1564.936841
0,0,0,1,0,1,0,5.953547112000001,161.0815872,3398.8427520151345
0,0,0,0,0,1,1,11.74635394,187.7022532,1971.429689
2,0,0,0,1,0,0,5.9540242260000005,91.84215543,623.7865682999999
0,1,0,0,0,1,1,22.857780399999996,220.1241605,3398.8427520151345
0,0,0,1,0,0,0,34.49885764604514,106.8590201,864.7036995
2,1,1,0,0,0,1,21.08265979,169.5345122,2042.113893
2,1,0,1,0,1,1,11.10356439,221.913604,1973.661316
0,0,0,1,0,1,1,9.734064703,198.8338104,1755.645123
1,1,1,0,0,1,1,12.21754865,262.6019949,1758.7356539999998
2,1,0,0,1,1,0,2.423722078,152.3197414,557.0118807
0,0,0,0,1,1,1,13.66061487,204.18486950000002,2205.334092
0,1,0,0,0,0,0,8.701581043,127.61794920000001,1451.201108
1,0,1,1,1,0,0,4.844060027,160.4942821,609.0598401000001
0,1,0,0,0,0,0,6.4850349739999995,123.0406831,1221.100604
1,1,0,0,1,1,1,1.14113241,251.6660847,745.0493094
0,0,0,1,0,0,0,7.69213424,103.5008616,1220.452161
1,1,1,0,0,0,1,13.73012915,204.01211030000002,3398.8427520151345
1,0,1,1,0,1,1,5.690013293,245.148545,1201.484293
2,0,0,1,0,0,0,6.68894661,96.21587746,3398.8427520151345
1,0,1,0,0,0,1,9.475983046,169.63793130000002,1022.4156220000001
0,1,1,1,1,0,1,4.8932215139999995,206.6806949,1284.442486
2,0,1,0,1,0,0,2.656915117,115.66728959999999,289.92402910000004
0,1,0,1,0,1,1,8.381515692999999,232.88966639999998,1718.6001629999998
0,0,1,0,1,1,1,14.53315436,254.38265479999998,2494.633068
0,0,0,1,0,1,1,13.62832619,212.11225950000002,2270.749222
2,1,0,0,1,1,0,1.281566108,152.47222050000002,567.6177123
1,0,1,0,0,0,0,3.3655526030000003,135.3247594,380.0501404
0,0,0,1,0,1,1,5.397827502999999,198.7142019,3398.8427520151345
0,1,1,0,1,0,1,9.001231999,197.4605619,1852.503069
1,1,0,0,1,0,1,10.9750814,191.6048817,1312.008382
1,0,0,1,1,1,0,7.8258453779999995,161.8339124,863.0820861
2,0,1,1,1,1,1,14.12966281,223.81135600000002,1854.7933030000002
0,0,1,0,0,0,0,14.66914461,114.7246303,1778.4317649999998
1,0,1,0,1,0,1,5.388165017,183.65198610000002,764.2419259
2,0,0,0,1,0,0,34.49885764604514,95.68871187,307.018806
0,1,0,0,1,0,1,2.485229169,172.7359304,1179.782483
2,0,0,0,0,1,1,2.051069457,177.67698700000003,1040.034575
2,1,0,0,0,1,1,6.10108047,207.49215769999998,1080.159892
1,0,0,0,1,1,1,4.950398978,221.44232430000002,775.5613336
2,1,0,0,0,1,0,34.49885764604514,139.97272949999999,1061.5879710000002
1,0,0,1,0,0,1,12.29558653,160.32588940000002,1334.403775
1,1,0,0,0,0,1,24.886812600000003,183.95593280000003,2346.143947
0,0,1,0,1,0,0,9.660361769,130.1732657,1491.768656
2,1,0,0,0,0,0,7.663625954,112.6580473,3398.8427520151345
2,0,0,1,0,0,1,5.25445262,127.31953490000002,686.9354616
1,0,0,1,1,1,0,13.59137366,162.63345859999998,1460.513443
0,0,1,0,1,1,0,12.349281900000001,153.9051855,1942.250203
1,1,0,1,1,1,0,18.37317391,195.8080947,1923.549943
1,1,1,1,1,0,0,8.498042024,191.5315872,1239.802036
1,0,1,0,0,1,0,22.33583015,162.9193066,2499.186161
2,0,0,0,0,1,0,1.5415454430000002,108.07895239999999,302.38482089999997
0,0,0,1,0,0,1,12.78453216,143.06935359999997,1865.48625
2,1,0,1,1,1,0,2.527681829,166.22548840000002,908.7910203
2,1,0,1,0,0,0,34.49885764604514,123.6857483,790.9469892999999
0,1,0,0,1,0,0,4.258552081,140.0796659,3398.8427520151345
1,0,0,0,0,0,0,4.801969514,112.0114548,639.3261342999999
0,0,1,0,0,1,1,5.204853319,211.2210241,3398.8427520151345
1,0,1,1,0,0,1,32.07301330000001,183.299184,3099.9222440000003
0,1,0,0,0,0,1,11.16847385,160.2298273,1599.727567
1,0,1,1,0,1,1,16.800019600000002,244.7259522,2188.672399
1,0,1,0,1,0,0,17.6210362,150.15729040000002,1586.699491
1,0,1,1,1,1,0,17.18829795,186.5334852,1828.2790149999998
0,0,0,0,0,0,0,17.52138221,92.4635627,1866.966586
0,1,0,0,0,1,0,34.49885764604514,150.1313933,3398.8427520151345
1,1,1,0,0,0,0,3.310281145,166.6307082,556.2193844
2,1,1,1,1,0,1,2.993625911,197.93476090000001,1035.1830380000001
2,0,1,0,1,0,1,16.26037537,150.1969217,1580.43019
1,0,0,1,0,0,1,3.0450647010000003,162.609546,703.6927423
1,1,1,0,0,1,1,15.35762157,262.514072,1842.258692
2,0,0,1,0,1,1,5.940902789,189.9928055,1167.271182
2,1,1,1,1,1,0,5.9885052089999995,187.9295905,1007.2897859999999
0,0,0,1,1,1,1,7.138784756000001,212.3704076,1500.69101
0,0,0,0,0,0,0,8.951793882999999,104.6249387,3398.8427520151345
0,1,0,1,0,1,1,4.221959275,232.96273250000002,1342.310858
2,0,1,1,0,1,0,9.797427154,144.0158931,1250.94478
1,1,1,0,1,1,1,10.90397471,277.9940193,1710.958869
1,0,0,0,0,0,0,1.6655917759999999,111.74396840000001,169.39927980000002
1,0,0,0,1,1,1,8.611218573,220.14697369999996,3398.8427520151345
0,0,0,0,0,0,1,1.28507969,140.38642230000002,794.9581116
1,0,1,1,0,0,1,1.379696124,183.4727342,713.364269
2,0,1,0,1,1,1,3.0843765910000003,210.4841701,952.5914921
