City,State,County,Zip,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
1695,22,976,48133,5652,2,4,569,0.0,70.0,5,1,43882.72,4,0,15.8467065,12,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,1,2,1.3924215969999998,141.092117,419.0508708
3567,47,1538,5660,1716,2,16,104,3.0,53.27574750830565,9,0,39936.76222636489,3,0,43.92705189,13,2,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,34.49885764604514,230.62376459999996,1259.415493
5007,20,980,20902,52484,1,16,497,4.0,69.0,2,3,39936.76222636489,2,1,12.35437248,18,1,0,0,2,0,1,0,1,1,1,1,1,0,1,1,1,1,5.425864884,259.3879183,1745.1259559999999
5870,34,1070,13492,11268,2,16,30,9.0,45.0,6,1,43383.54,1,1,7.472844182,14,0,0,0,2,1,0,1,0,0,0,1,0,0,1,1,1,1,11.08287797,230.9648914,1795.465729
4978,35,413,43556,1765,0,16,170,0.0,40.0,0,4,21793.88,2,0,4.776157747,13,2,0,0,2,0,1,2,1,1,0,1,0,0,0,0,0,2,34.49885764604514,147.8152871,492.4771472
4152,48,847,98572,680,0,14,610,6.0,82.0,4,2,51960.51,0,0,8.913416857,9,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,2,4.727388465,230.2438882,1013.993166
4932,22,1306,49883,136,0,4,72,5.0,53.27574750830565,9,0,39936.76222636489,3,1,11.99819427,8,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,20.89923386,175.8247451,3398.8427520151345
938,14,858,60921,1517,2,2,317,0.0,53.27574750830565,2,0,11211.59,4,1,5.312361826,15,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,3,3.471329958,267.4362279,1081.8143619999998
49,22,222,49224,14103,1,4,419,1.0,52.0,0,0,8283.29,2,1,13.92937482,11,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,3,5.478588203999999,162.6090148,1209.961168
3273,6,642,6447,6394,1,16,364,2.0,26.0,9,0,10114.81,2,0,44.72520233,16,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,3.3129918089999997,258.40816540000003,897.5919144
2864,31,1413,7848,5059,2,16,571,1.0,25.0,2,0,39936.76222636489,2,0,8.15350077,9,2,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,2,7.161561527000001,138.7077155,1340.9301560000001
5707,7,432,20017,20450,1,16,409,1.0,66.0,11,0,25397.44,0,0,17.68357553,12,1,0,0,2,1,0,1,1,0,1,1,0,1,0,1,0,1,9.847563363999999,185.80724809999998,1113.993679
1470,38,198,18917,2123,1,16,183,1.0,72.0,9,0,50336.5,0,1,7.790281114,10,1,1,0,2,1,0,1,1,0,0,1,1,0,0,0,0,2,16.04202196,147.29118789999998,1530.10769
3239,31,1052,8738,1164,2,16,146,3.0,53.27574750830565,9,0,38211.37,0,0,38.90533531,12,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,3,9.179779682000001,199.93412619999998,3398.8427520151345
5173,38,150,16682,23,1,16,461,3.0,53.27574750830565,10,2,52887.26,1,1,6.522328696000001,16,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,2,34.49885764604514,105.9429467,892.8964931
5169,36,243,73458,895,1,2,34,4.0,41.0,5,0,12003.33,0,1,11.1979215,11,1,2,0,2,1,0,1,1,1,1,0,0,1,1,1,0,1,3.924254455,253.7918326,1125.581944
2491,38,705,15748,6699,1,16,449,4.0,53.27574750830565,11,2,24090.62,2,1,8.561096928,13,0,0,0,2,1,1,1,1,1,0,0,0,1,0,1,1,2,18.55959629,192.76227680000002,2016.7100309999998
3775,34,1022,10035,35743,0,16,471,0.0,53.27574750830565,10,0,39936.76222636489,2,0,13.89466275,6,0,0,0,2,1,0,1,1,1,1,0,0,0,1,1,1,1,8.798394712,243.3707028,1412.736809
4748,22,427,49881,320,2,15,132,2.0,44.0,9,0,39936.76222636489,0,0,10.87564115,5,1,0,0,0,1,1,2,1,1,1,1,1,0,1,1,1,2,10.377366,245.4671211,3398.8427520151345
4195,14,1125,61606,7870,1,2,70,0.0,23.0,1,2,132116.33,0,1,12.60910718,11,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,22.25746016,185.07194040000002,2384.885909
10,48,1559,98220,861,1,14,38,0.0,43.0,9,0,37358.13,2,0,9.315148629,11,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,9.427146079,194.57131569999999,1213.940165
939,43,619,37416,15364,0,16,348,0.0,86.0,10,1,26534.16,3,0,8.561161123,11,2,2,0,2,1,0,2,1,0,0,0,0,0,1,0,0,0,7.760290062,105.6553743,740.010722
2329,28,1553,58341,2589,1,2,246,2.0,84.0,2,0,39936.76222636489,1,0,12.37711977,14,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,2,11.56938439,92.42950948,897.9716152999999
2116,1,353,35072,4901,2,2,567,2.0,53.27574750830565,0,2,39936.76222636489,3,0,9.523347957,13,3,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,3.343811019,185.545865,1026.387172
3020,27,398,27292,39649,2,16,298,5.0,68.0,3,0,43820.85,0,0,8.546827521,12,1,0,0,0,1,0,2,0,0,0,0,1,0,1,1,1,1,7.338869531,188.1878188,1234.244324
5470,18,462,71286,456,1,2,169,1.0,59.0,0,3,38391.55,2,0,2.663660525,8,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,2,5.486534225,148.41540580000003,727.3731845
2698,12,222,50551,94,2,2,173,0.0,31.0,9,0,44137.6,3,0,8.505759564,6,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1.55278221,167.3108222,452.87215039999995
3463,29,200,68858,315,2,2,322,0.0,51.0,10,0,39936.76222636489,4,1,7.93962081,11,2,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,3,12.07970325,158.9035122,1296.6745429999999
5754,50,923,24801,4969,1,16,289,1.0,58.0,10,0,62359.91,3,0,12.13605498,11,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,3,13.98666226,131.1822001,1840.628269
98,44,177,77511,46869,1,2,343,1.0,73.0,0,0,82634.86,1,1,9.531952076,11,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,9.563362997,116.09523300000001,1324.330108
2104,4,1293,93117,58431,0,14,464,0.0,33.0,2,0,15690.25,4,0,11.31019855,11,0,1,0,2,0,0,2,1,0,1,0,1,1,0,1,1,3,6.7329489460000005,142.3770231,958.1397059000001
4453,49,1197,53403,26182,1,2,496,1.0,53.27574750830565,9,0,14568.7,3,1,11.23344836,15,2,0,0,2,1,0,2,1,1,0,0,0,1,1,1,1,1,15.72071086,221.1610613,3398.8427520151345
940,10,437,31011,694,0,16,60,0.0,49.0,0,3,39936.76222636489,2,0,9.276154842,9,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1,2,7.233605493,125.8287767,676.712908
4379,36,1003,74455,3093,1,2,197,1.0,26.0,10,4,55319.23,2,0,7.273891516,12,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,3,2.8710170369999997,163.8522919,1086.990308
1352,14,1431,61734,2765,2,2,501,1.0,25.0,2,0,81831.49,4,1,39.88390274,10,3,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,2,2.3448753819999997,225.2947474,704.7540406
2330,38,875,18618,3757,0,16,119,0.0,42.0,10,0,100076.65,3,0,8.599583947000001,14,3,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,3,7.960490246,150.2616031,1416.444695
1505,3,43,85925,4938,0,20,431,0.0,81.0,4,0,69965.65,4,1,5.487498047000001,15,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,3,12.25062113,91.90732298,1095.950634
227,27,660,27805,3761,1,16,260,0.0,43.0,9,0,34883.69,0,0,14.22358433,13,0,0,1,0,0,1,2,1,0,0,0,1,0,0,1,1,2,34.49885764604514,128.16165690000003,1083.610268
3520,4,218,95245,1851,2,14,160,2.0,53.27574750830565,0,0,39936.76222636489,2,1,9.701727666,14,1,0,0,2,1,0,0,1,1,0,1,1,0,1,0,0,0,7.916533093,185.19467880000002,1570.641337
5848,14,349,60090,38476,1,2,106,3.0,70.0,9,0,10964.73,1,0,7.029314672999999,11,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,4.471254161,265.9812978,1007.4255529999999
3714,24,1508,64772,13547,2,2,524,1.0,53.27574750830565,0,0,39936.76222636489,4,1,10.76672425,19,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,10.79028074,207.5721417,1323.028419
5041,44,869,79364,7801,2,2,283,0.0,48.0,11,4,52636.6,3,1,7.802308088999999,17,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,2,12.24190682,152.36069780000003,1808.730555
2046,51,232,82716,17823,1,3,11,1.0,63.0,10,2,19048.13,3,0,9.793779623999999,18,2,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,2.2038594430000003,198.65163569999999,1120.2414720000002
4666,37,444,97470,20269,2,14,593,4.0,60.0,10,0,42784.82,1,0,5.824350345,12,0,0,0,1,1,1,2,1,0,1,1,0,1,1,1,0,2,23.92132231,212.350527,2676.789803
3878,35,387,44133,30225,0,16,554,0.0,87.0,9,0,77996.88,0,1,7.013094992999999,17,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,3.7311787000000005,254.1636111,1268.0869089999999
734,35,639,43907,5760,1,16,419,3.0,54.0,1,4,47507.3,1,0,32.03094504,9,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0,34.49885764604514,162.6137295,822.6771666
2493,26,1331,59242,61,2,3,106,3.0,53.27574750830565,1,0,7724.73,0,1,7.700593432000001,9,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,2,34.49885764604514,256.579456,3398.8427520151345
4808,4,1275,92131,34359,2,14,358,1.0,70.0,9,0,1509.52,2,1,12.05902236,16,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,2.378630018,214.1022755,3398.8427520151345
2605,4,863,90303,24693,0,14,561,2.0,67.0,9,2,81124.71,1,0,13.64707199,13,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,5.43464555,271.3744783,1648.102673
868,46,504,20119,4235,0,16,204,4.0,46.0,9,1,11795.57,4,0,9.033079232999999,11,0,0,0,2,0,0,2,0,0,0,0,1,1,1,1,1,2,1.092361222,201.59059069999998,768.0874545
4630,17,1533,42274,2193,2,2,408,1.0,53.27574750830565,1,0,39936.76222636489,2,1,6.7963360779999995,10,2,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,20.13981517,149.2913801,2426.030626
1124,14,986,62631,273,0,2,40,1.0,24.0,9,0,19038.78,2,0,13.69012091,18,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,3,24.64873861,240.76069590000003,3398.8427520151345
3052,23,989,56345,14557,0,2,428,0.0,20.0,1,1,79167.77,0,1,13.64419363,17,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,9.677739656,126.24233799999999,1129.549713
4028,9,1075,32804,17653,2,16,35,1.0,53.27574750830565,5,0,37428.26,1,0,14.85470353,13,2,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,2,9.82814183,188.67018280000002,1771.286466
3475,38,1538,15348,285,0,16,307,0.0,53.27574750830565,5,0,45148.38,0,1,17.35455406,6,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,7.832238337000001,171.6836341,943.3391244
4748,22,427,49881,320,2,15,52,5.0,53.27574750830565,7,3,74855.47,3,0,7.117737737000001,13,3,0,0,2,1,0,1,1,1,0,0,0,1,0,1,0,3,19.45250317,191.06107240000003,1907.2260829999998
3188,17,641,42757,2863,2,2,290,4.0,71.0,9,2,39936.76222636489,0,1,7.949187078,10,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,14.34766616,119.68911299999999,1885.939118
2245,16,1269,67448,1206,1,2,373,0.0,32.0,9,0,71596.14,0,0,8.999994263,11,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,2.257358355,195.40354519999997,631.7435653
55,46,496,22306,35279,0,16,536,0.0,33.0,1,0,10389.95,2,1,4.274255962,15,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,2.358129018,138.1911656,3398.8427520151345
4943,38,694,17255,1049,1,16,551,3.0,67.0,7,0,19657.14,4,1,15.45723779,12,3,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,0,4.650578623,115.8369419,593.8572264
966,14,349,60636,32203,1,2,292,0.0,66.0,2,2,27827.03,0,0,7.703726062,13,1,1,0,0,1,0,2,1,1,0,0,0,0,1,1,0,2,3.7217726160000004,208.068307,777.3060717999999
5716,6,1019,6704,25576,0,16,400,0.0,53.27574750830565,9,0,39936.76222636489,3,0,8.926117575,12,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,3.76663012,187.62157280000002,1393.202392
3047,4,823,96117,319,2,14,56,0.0,61.0,9,0,19815.63,2,0,12.74200169,13,0,2,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,4.151256695,136.0997678,393.6524652
2193,27,608,27410,55519,0,16,102,0.0,75.0,11,4,58482.9,3,0,7.83211249,13,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,3,2.188918771,192.00844840000002,3398.8427520151345
4915,19,184,2771,15210,2,16,604,0.0,63.0,9,3,39936.76222636489,4,0,13.60393581,9,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,3,13.85488928,221.03535269999998,2138.107161
4491,22,668,49274,3499,1,4,165,0.0,68.0,11,3,115510.46,3,0,5.655483352,3,1,0,0,2,1,0,1,1,0,1,0,0,1,0,1,1,2,3.2733411510000003,163.0404044,443.98403099999996
4992,18,216,71104,14479,1,2,186,2.0,32.0,1,0,39936.76222636489,2,1,8.065866812000001,7,1,1,0,2,1,0,0,1,1,0,1,1,0,0,0,0,2,19.75096265,161.1025056,2481.385603
4804,9,1109,33576,4654,1,16,117,0.0,53.27574750830565,8,1,39936.76222636489,2,1,11.47541549,7,1,0,0,2,0,1,0,1,1,0,0,1,1,0,1,1,3,18.38404445,186.6210869,2233.567181
1289,44,391,75212,26320,1,2,0,0.0,29.0,9,0,24270.88,0,0,10.37979788,13,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,4.672610857,244.4658583,3398.8427520151345
1023,14,713,60926,35,0,2,385,0.0,53.27574750830565,9,0,54466.33,1,0,8.657901827,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,6.796299371,124.8019028,529.40733
361,14,713,60912,521,1,2,166,10.0,23.0,8,1,64816.84,0,1,6.398436616000001,14,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,3,34.49885764604514,188.611913,1956.7337
1791,27,382,28301,17600,0,16,98,0.0,80.0,10,2,103311.26,2,1,9.33803434,15,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,3,20.31163945,162.44376499999998,2056.386979
5184,28,994,58784,3324,1,2,355,0.0,20.0,5,0,39936.76222636489,2,1,12.24404403,11,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,2,6.998814446,180.2362145,1067.373076
478,1,1328,35242,55122,2,2,433,0.0,69.0,7,0,58077.38,3,1,10.82210354,12,1,1,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,14.46288204,222.7999248,1806.1357329999998
746,17,929,42327,4038,2,2,306,1.0,53.27574750830565,2,0,43466.35,2,1,14.2128601,10,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,11.13472066,182.8863727,1397.701335
4080,34,1194,11417,31927,2,16,213,0.0,53.0,2,0,23289.77,0,0,12.58013188,19,1,0,0,0,0,1,2,1,1,0,0,1,0,1,1,1,3,2.542296644,220.34000580000003,3398.8427520151345
680,50,1491,26201,19904,0,16,509,2.0,25.0,9,0,49158.49,3,1,11.221006599999999,9,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,1,2,34.49885764604514,170.91101930000002,1886.5319370000002
4309,24,248,64080,13000,1,2,636,0.0,53.27574750830565,2,0,3805.84,0,1,15.66159152,16,0,2,0,0,1,0,1,0,1,0,1,1,0,1,0,1,3,22.79214163,205.7639543,2294.7811309999997
5577,29,1303,68065,1444,2,2,191,3.0,71.0,4,2,52616.27,4,1,5.535347323,10,2,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,2,3.8236897439999997,203.78176509999997,826.3438621
676,34,1554,10511,2158,2,16,406,3.0,53.27574750830565,10,0,30550.42,4,0,8.06201289,18,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,10.77094687,245.0660727,3398.8427520151345
5773,15,1075,47469,1800,2,5,228,2.0,56.0,10,3,12154.01,0,2,13.04270304,11,0,2,0,0,0,1,2,1,1,0,1,0,1,1,0,1,0,13.08671185,170.90697869999997,1436.793746
3825,44,1035,79537,30,1,2,522,0.0,42.0,9,0,30649.31,1,1,13.73417339,9,2,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,14.76468813,173.540759,1963.3326829999999
1835,1,723,35966,3682,1,2,22,3.0,33.0,1,1,31417.33,1,1,11.35797937,14,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,2,9.473091121,194.3065983,1324.164906
908,46,496,20120,41733,2,16,498,1.0,47.0,1,0,55861.19,0,1,13.82441538,16,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,5.197446331,135.5831384,704.9375603
131,23,1374,55703,630,2,2,225,1.0,53.27574750830565,2,3,9044.26,4,0,12.83804501,18,3,1,0,2,1,1,1,1,1,0,0,1,0,0,1,1,1,6.5775526829999995,194.0043524,3398.8427520151345
4554,49,97,54868,15383,0,2,407,0.0,63.0,1,0,39936.76222636489,2,0,8.357284687,10,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,3.1745719180000003,158.0420478,377.0810282
3430,19,622,1243,257,2,16,44,1.0,53.27574750830565,10,0,39936.76222636489,4,1,8.32819175,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,17.88002366,113.21715060000001,1606.489936
788,34,26,14822,1012,2,16,591,0.0,67.0,11,0,12527.51,0,1,10.54819139,14,2,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,3,13.12190056,175.1031837,1431.409396
4644,46,524,24151,20327,2,16,503,0.0,56.0,11,0,35499.06,0,0,7.664895102999999,13,3,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,23.34617699,162.97137469999998,2253.85247
2504,17,980,40334,69,2,16,523,0.0,24.0,0,0,39936.76222636489,1,0,9.418424281,10,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,3,6.311709177999999,137.0944878,1353.29384
4306,29,1321,68423,1130,2,2,415,0.0,79.0,0,1,51237.28,0,0,11.53243433,12,3,0,0,2,0,1,1,1,1,0,1,1,0,1,1,1,2,12.58298231,276.0538352,1701.457566
5724,34,1307,14891,4210,0,16,603,0.0,61.0,9,0,39936.76222636489,1,1,6.746267321,16,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,7.120096362999999,128.40325049999998,3398.8427520151345
4126,41,917,29844,155,2,16,431,0.0,53.27574750830565,2,0,11014.98,0,1,8.809358115,11,2,0,1,2,0,0,2,1,0,0,1,0,1,1,1,0,2,9.344886869,209.8844788,1403.270091
85,4,863,91001,37711,0,14,311,4.0,53.27574750830565,9,3,39936.76222636489,0,0,15.77290448,13,1,0,1,2,0,0,0,1,1,0,1,0,0,0,0,1,1,22.37815032,146.6848887,2603.903672
1076,12,854,52218,1800,2,2,136,3.0,53.27574750830565,2,0,26130.78,0,1,4.767299756,8,2,0,0,1,1,1,2,1,1,0,1,1,0,1,1,1,1,4.799514433,242.88502409999998,1256.287854
4856,38,211,16055,8028,1,16,283,1.0,65.0,10,3,36478.21,4,1,8.525291337999999,14,2,0,1,0,0,1,2,1,0,0,1,0,1,0,0,1,3,10.04672315,116.25787959999998,980.9935923
801,9,837,33904,31859,2,16,478,0.0,35.0,5,0,54533.63,0,0,8.601294241,15,2,1,0,0,1,1,2,1,0,0,0,1,0,1,1,1,0,8.156552837000001,187.31401369999998,1347.869205
5699,35,1472,44485,16101,1,16,361,0.0,31.0,2,3,37103.18,3,0,11.94399076,9,3,1,0,2,1,0,2,1,1,0,0,1,0,1,0,0,1,7.992791229,149.3564756,1127.267848
1278,9,1109,33525,20449,1,16,394,2.0,34.0,10,0,74679.84,4,1,12.00354554,11,0,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,7.231032028,125.3158375,1269.836202
4461,38,876,17763,161,2,16,542,0.0,68.0,5,0,95028.57,3,1,7.023897487,13,0,0,0,0,1,1,2,1,1,0,0,1,0,1,1,1,2,4.6276720419999995,221.10916380000003,1038.7453779999998
5611,6,1453,6066,29210,2,16,198,0.0,53.27574750830565,2,0,34281.1,2,1,12.24142125,9,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,10.05306287,172.97312480000002,1531.155367
3531,14,1058,61052,821,2,2,239,0.0,53.27574750830565,7,0,36240.81,3,1,8.145156606,14,0,1,0,2,1,1,0,1,0,1,0,1,1,0,0,0,2,4.171044392,118.9763446,991.2441024
3521,14,749,60954,5846,2,2,418,5.0,32.0,9,0,9515.64,0,1,7.469785397000001,11,4,0,0,0,0,0,2,1,1,0,0,1,0,1,1,1,3,4.5686826410000005,219.2776188,3398.8427520151345
